classe;survie;nom;sexe;age;tarif
2;0;Leyson, Mr. Robert William Norman;1;24;11
2;0;Lingane, Mr. John;1;61;12
2;0;Louch, Mr. Charles Alexander;1;50;26
2;1;Louch, Mrs. Charles Alexander (Alice Adelaide Slow);2;42;26
2;0;Mack, Mrs. (Mary);2;57;11
2;0;Malachard, Mr. Noel;1;;15
2;1;Mallet, Master. Andre;1;1;37
2;0;Mallet, Mr. Albert;1;31;37
2;1;Mallet, Mrs. Albert (Antoinette Magnin);2;24;37
2;0;Mangiavacchi, Mr. Serafino Emilio;1;;16
2;0;Matthews, Mr. William John;1;30;13
2;0;Maybery, Mr. Frank Hubert;1;40;16
2;0;McCrae, Mr. Arthur Gordon;1;32;14
2;0;McCrie, Mr. James Matthew;1;30;13
2;0;McKane, Mr. Peter David;1;46;26
2;1;Mellinger, Miss. Madeleine Violet;2;13;20
2;1;Mellinger, Mrs. (Elizabeth Anne Maidment);2;41;20
2;1;Mellors, Mr. William John;1;19;11
2;0;Meyer, Mr. August;1;39;13
2;0;Milling, Mr. Jacob Christian;1;48;13
2;0;Mitchell, Mr. Henry Michael;1;70;11
2;0;Montvila, Rev. Juozas;1;27;13
2;0;Moraweck, Dr. Ernest;1;54;14
2;0;"Morley, Mr. Henry Samuel (""Mr Henry Marshall"")";1;39;26
2;0;Mudd, Mr. Thomas Charles;1;16;11
2;0;Myles, Mr. Thomas Francis;1;62;10
2;0;Nasser, Mr. Nicholas;1;33;30
2;1;Nasser, Mrs. Nicholas (Adele Achem);2;14;30
2;1;Navratil, Master. Edmond Roger;1;2;26
2;1;Navratil, Master. Michel M;1;3;26
2;0;"Navratil, Mr. Michel (""Louis M Hoffman"")";1;37;26
2;0;Nesson, Mr. Israel;1;26;13
2;0;Nicholls, Mr. Joseph Charles;1;19;37
2;0;Norman, Mr. Robert Douglas;1;28;14
2;1;"Nourney, Mr. Alfred (""Baron von Drachstedt"")";1;20;14
2;1;Nye, Mrs. (Elizabeth Ramell);2;29;11
2;0;Otter, Mr. Richard;1;39;13
2;1;Oxenham, Mr. Percy Thomas;1;22;11
2;1;Padro y Manent, Mr. Julian;1;;14
2;0;Pain, Dr. Alfred;1;23;11
2;1;Pallas y Castello, Mr. Emilio;1;29;14
2;0;Parker, Mr. Clifford Richard;1;28;11
2;0;"Parkes, Mr. Francis ""Frank""";1;;0
2;1;Parrish, Mrs. (Lutie Davis);2;50;26
2;0;Pengelly, Mr. Frederick William;1;19;11
2;0;Pernot, Mr. Rene;1;;15
2;0;Peruschitz, Rev. Joseph Maria;1;41;13
2;1;Phillips, Miss. Alice Frances Louisa;2;21;21
2;1;"Phillips, Miss. Kate Florence (""Mrs Kate Louise Phillips Marshall"")";2;19;26
2;0;Phillips, Mr. Escott Robert;1;43;21
2;1;Pinsky, Mrs. (Rosa);2;32;13
2;0;Ponesell, Mr. Martin;1;34;13
2;1;Portaluppi, Mr. Emilio Ilario Giuseppe;1;30;13
2;0;Pulbaum, Mr. Franz;1;27;15
2;1;Quick, Miss. Phyllis May;2;2;26
2;1;Quick, Miss. Winifred Vera;2;8;26
2;1;Quick, Mrs. Frederick Charles (Jane Richards);2;33;26
2;0;Reeves, Mr. David;1;36;11
2;0;Renouf, Mr. Peter Henry;1;34;21
2;1;Renouf, Mrs. Peter Henry (Lillian Jefferys);2;30;21
2;1;Reynaldo, Ms. Encarnacion;2;28;13
2;0;Richard, Mr. Emile;1;23;15
2;1;Richards, Master. George Sibley;1;1;19
2;1;Richards, Master. William Rowe;1;3;19
2;1;Richards, Mrs. Sidney (Emily Hocking);2;24;19
2;1;Ridsdale, Miss. Lucy;2;50;11
2;0;Rogers, Mr. Reginald Harry;1;19;11
2;1;Rugg, Miss. Emily;2;21;11
2;0;Schmidt, Mr. August;1;26;13
2;0;Sedgwick, Mr. Charles Frederick Waddington;1;25;13
2;0;Sharp, Mr. Percival James R;1;27;26
2;1;Shelley, Mrs. William (Imanita Parrish Hall);2;25;26
2;1;Silven, Miss. Lyyli Karoliina;2;18;13
2;1;Sincock, Miss. Maude;2;20;37
2;1;Sinkkonen, Miss. Anna;2;30;13
2;0;Sjostedt, Mr. Ernst Adolf;1;59;14
2;1;Slayter, Miss. Hilda Mary;2;30;12
2;0;Slemen, Mr. Richard James;1;35;11
2;1;Smith, Miss. Marion Elsie;2;40;13
2;0;Sobey, Mr. Samuel James Hayden;1;25;13
2;0;Stanton, Mr. Samuel Ward;1;41;15
2;0;Stokes, Mr. Philip Joseph;1;25;11
2;0;Swane, Mr. George;1;19;13
2;0;Sweet, Mr. George Frederick;1;14;65
2;1;Toomey, Miss. Ellen;2;50;11
2;0;Troupiansky, Mr. Moses Aaron;1;23;13
2;1;Trout, Mrs. William H (Jessie L);2;28;13
2;1;"Troutt, Miss. Edwina Celia ""Winnie""";2;27;11
2;0;Turpin, Mr. William John Robert;1;29;21
2;0;Turpin, Mrs. William John Robert (Dorothy Ann Wonnacott);2;27;21
2;0;Veal, Mr. James;1;40;13
2;1;Walcroft, Miss. Nellie;2;31;21
2;0;Ware, Mr. John James;1;30;21
2;0;Ware, Mr. William Jeffery;1;23;11
2;1;Ware, Mrs. John James (Florence Louise Long);2;31;21
2;0;Watson, Mr. Ennis Hastings;1;;0
2;1;Watt, Miss. Bertha J;2;12;16
2;1;"Watt, Mrs. James (Elizabeth ""Bessie"" Inglis Milne)";2;40;16
2;1;Webber, Miss. Susan;2;33;13
2;0;Weisz, Mr. Leopold;1;27;26
2;1;Weisz, Mrs. Leopold (Mathilde Francoise Pede);2;29;26
2;1;Wells, Master. Ralph Lester;1;2;23
2;1;Wells, Miss. Joan;2;4;23
2;1;"Wells, Mrs. Arthur Henry (""Addie"" Dart Trevaskis)";2;29;23
2;1;West, Miss. Barbara J;2;1;28
2;1;West, Miss. Constance Mirium;2;5;28
2;0;West, Mr. Edwy Arthur;1;36;28
2;1;West, Mrs. Edwy Arthur (Ada Mary Worth);2;33;28
2;0;Wheadon, Mr. Edward H;1;66;11
2;0;"Wheeler, Mr. Edwin ""Frederick""";1;;13
2;1;Wilhelms, Mr. Charles;1;31;13
2;1;Williams, Mr. Charles Eugene;1;;13
2;1;Wright, Miss. Marion;2;26;14
2;0;"Yrois, Miss. Henriette (""Mrs Harbeck"")";2;24;13
3;0;Abbing, Mr. Anthony;1;42;8
3;0;Abbott, Master. Eugene Joseph;1;13;20
3;0;Abbott, Mr. Rossmore Edward;1;16;20
3;1;Abbott, Mrs. Stanton (Rosa Hunt);2;35;20
3;1;Abelseth, Miss. Karen Marie;2;16;8
3;1;Abelseth, Mr. Olaus Jorgensen;1;25;8
3;1;Abrahamsson, Mr. Abraham August Johannes;1;20;8
3;1;Abrahim, Mrs. Joseph (Sophie Halaut Easu);2;18;7
3;0;Adahl, Mr. Mauritz Nils Martin;1;30;7
3;0;Adams, Mr. John;1;26;8
3;0;Ahlin, Mrs. Johan (Johanna Persdotter Larsson);2;40;9
3;1;Aks, Master. Philip Frank;1;1;9
3;1;Aks, Mrs. Sam (Leah Rosen);2;18;9
3;1;Albimona, Mr. Nassef Cassem;1;26;19
3;0;Alexander, Mr. William;1;26;8
3;0;Alhomaki, Mr. Ilmari Rudolf;1;20;8
3;0;Ali, Mr. Ahmed;1;24;7
3;0;Ali, Mr. William;1;25;7
3;0;Allen, Mr. William Henry;1;35;8
3;0;Allum, Mr. Owen George;1;18;8
3;0;Andersen, Mr. Albert Karvin;1;32;23
3;1;Andersen-Jensen, Miss. Carla Christine Nielsine;2;19;8
3;0;Andersson, Master. Sigvard Harald Elias;1;4;31
3;0;Andersson, Miss. Ebba Iris Alfrida;2;6;31
3;0;Andersson, Miss. Ellis Anna Maria;2;2;31
3;1;Andersson, Miss. Erna Alexandra;2;17;8
3;0;Andersson, Miss. Ida Augusta Margareta;2;38;8
3;0;Andersson, Miss. Ingeborg Constanzia;2;9;31
3;0;Andersson, Miss. Sigrid Elisabeth;2;11;31
3;0;Andersson, Mr. Anders Johan;1;39;31
3;1;"Andersson, Mr. August Edvard (""Wennerstrom"")";1;27;8
3;0;Andersson, Mr. Johan Samuel;1;26;8
3;0;Andersson, Mrs. Anders Johan (Alfrida Konstantia Brogren);2;39;31
3;0;Andreasson, Mr. Paul Edvin;1;20;8
3;0;Angheloff, Mr. Minko;1;26;8
3;0;Arnold-Franchi, Mr. Josef;1;25;18
3;0;Arnold-Franchi, Mrs. Josef (Josefine Franchi);2;18;18
3;0;Aronsson, Mr. Ernst Axel Algot;1;24;8
3;0;Asim, Mr. Adola;1;35;7
3;0;Asplund, Master. Carl Edgar;1;5;31
3;0;Asplund, Master. Clarence Gustaf Hugo;1;9;31
3;1;Asplund, Master. Edvin Rojj Felix;1;3;31
3;0;Asplund, Master. Filip Oscar;1;13;31
3;1;Asplund, Miss. Lillian Gertrud;2;5;31
3;0;Asplund, Mr. Carl Oscar Vilhelm Gustafsson;1;40;31
3;1;Asplund, Mr. Johan Charles;1;23;8
3;1;Asplund, Mrs. Carl Oscar (Selma Augusta Emilia Johansson);2;38;31
3;1;"Assaf Khalil, Mrs. Mariana (""Miriam"")";2;45;7
3;0;Assaf, Mr. Gerios;1;21;7
3;0;Assam, Mr. Ali;1;23;7
3;0;Attalah, Miss. Malake;2;17;14
3;0;Attalah, Mr. Sleiman;1;30;7
3;0;Augustsson, Mr. Albert;1;23;8
3;1;Ayoub, Miss. Banoura;2;13;7
3;0;Baccos, Mr. Raffull;1;20;7
3;0;Backstrom, Mr. Karl Alfred;1;32;16
3;1;Backstrom, Mrs. Karl Alfred (Maria Mathilda Gustafsson);2;33;16
3;1;Baclini, Miss. Eugenie;2;1;19
3;1;Baclini, Miss. Helene Barbara;2;1;19
3;1;Baclini, Miss. Marie Catherine;2;5;19
3;1;Baclini, Mrs. Solomon (Latifa Qurban);2;24;19
3;1;Badman, Miss. Emily Louisa;2;18;8
3;0;Badt, Mr. Mohamed;1;40;7
3;0;Balkic, Mr. Cerin;1;26;8
3;1;Barah, Mr. Hanna Assi;1;20;7
3;0;Barbara, Miss. Saiide;2;18;14
3;0;Barbara, Mrs. (Catherine David);2;45;14
3;0;Barry, Miss. Julia;2;27;8
3;0;Barton, Mr. David John;1;22;8
3;0;Beavan, Mr. William Thomas;1;19;8
3;0;Bengtsson, Mr. John Viktor;1;26;8
3;0;Berglund, Mr. Karl Ivar Sven;1;22;9
3;0;Betros, Master. Seman;1;;7
3;0;Betros, Mr. Tannous;1;20;4
3;1;Bing, Mr. Lee;1;32;56
3;0;Birkeland, Mr. Hans Martin Monsen;1;21;8
3;0;Bjorklund, Mr. Ernst Herbert;1;18;8
3;0;Bostandyeff, Mr. Guentcho;1;26;8
3;0;Boulos, Master. Akar;1;6;15
3;0;Boulos, Miss. Nourelain;2;9;15
3;0;Boulos, Mr. Hanna;1;;7
3;0;Boulos, Mrs. Joseph (Sultana);2;;15
3;0;Bourke, Miss. Mary;2;;8
3;0;Bourke, Mr. John;1;40;16
3;0;Bourke, Mrs. John (Catherine);2;32;16
3;0;"Bowen, Mr. David John ""Dai""";1;21;16
3;1;Bradley, Miss. Bridget Delia;2;22;8
3;0;Braf, Miss. Elin Ester Maria;2;20;8
3;0;Braund, Mr. Lewis Richard;1;29;7
3;0;Braund, Mr. Owen Harris;1;22;7
3;0;Brobeck, Mr. Karl Rudolf;1;22;8
3;0;Brocklebank, Mr. William Alfred;1;35;8
3;0;Buckley, Miss. Katherine;2;19;7
3;1;Buckley, Mr. Daniel;1;21;8
3;0;Burke, Mr. Jeremiah;1;19;7
3;0;Burns, Miss. Mary Delia;2;18;8
3;0;Cacic, Miss. Manda;2;21;9
3;0;Cacic, Miss. Marija;2;30;9
3;0;Cacic, Mr. Jego Grga;1;18;9
3;0;Cacic, Mr. Luka;1;38;9
3;0;Calic, Mr. Jovo;1;17;9
3;0;Calic, Mr. Petar;1;17;9
3;0;Canavan, Miss. Mary;2;21;8
3;0;Canavan, Mr. Patrick;1;21;8
3;0;Cann, Mr. Ernest Charles;1;21;8
3;0;Caram, Mr. Joseph;1;;14
3;0;Caram, Mrs. Joseph (Maria Elias);2;;14
3;0;Carlsson, Mr. August Sigfrid;1;28;8
3;0;Carlsson, Mr. Carl Robert;1;24;8
3;1;"Carr, Miss. Helen ""Ellen""";2;16;8
3;0;Carr, Miss. Jeannie;2;37;8
3;0;Carver, Mr. Alfred John;1;28;7
3;0;Celotti, Mr. Francesco;1;24;8
3;0;Charters, Mr. David;1;21;8
3;1;Chip, Mr. Chang;1;32;56
3;0;Christmann, Mr. Emil;1;29;8
3;0;Chronopoulos, Mr. Apostolos;1;26;14
3;0;Chronopoulos, Mr. Demetrios;1;18;14
3;0;Coelho, Mr. Domingos Fernandeo;1;20;7
3;1;"Cohen, Mr. Gurshon ""Gus""";1;18;8
3;0;Colbert, Mr. Patrick;1;24;7
3;0;Coleff, Mr. Peju;1;36;7
3;0;Coleff, Mr. Satio;1;24;7
3;0;Conlon, Mr. Thomas Henry;1;31;8
3;0;Connaghton, Mr. Michael;1;31;8
3;1;Connolly, Miss. Kate;2;22;8
3;0;Connolly, Miss. Kate;2;30;8
3;0;Connors, Mr. Patrick;1;71;8
3;0;Cook, Mr. Jacob;1;43;8
3;0;Cor, Mr. Bartol;1;35;8
3;0;Cor, Mr. Ivan;1;27;8
3;0;Cor, Mr. Liudevit;1;19;8
3;0;Corn, Mr. Harry;1;30;8
3;1;"Coutts, Master. Eden Leslie ""Neville""";1;9;16
3;1;"Coutts, Master. William Loch ""William""";1;3;16
3;1;"Coutts, Mrs. William (Winnie ""Minnie"" Treanor)";2;36;16
3;0;Coxon, Mr. Daniel;1;59;7
3;0;Crease, Mr. Ernest James;1;19;8
3;1;Cribb, Miss. Laura Alice;2;17;16
3;0;Cribb, Mr. John Hatfield;1;44;16
3;0;Culumovic, Mr. Jeso;1;17;9
3;0;Daher, Mr. Shedid;1;23;7
3;1;Dahl, Mr. Karl Edwart;1;45;8
3;0;Dahlberg, Miss. Gerda Ulrika;2;22;11
3;0;Dakic, Mr. Branko;1;19;10
3;1;"Daly, Miss. Margaret Marcella ""Maggie""";2;30;7
3;1;Daly, Mr. Eugene Patrick;1;29;8
3;0;Danbom, Master. Gilbert Sigvard Emanuel;1;0;14
3;0;Danbom, Mr. Ernst Gilbert;1;34;14
3;0;Danbom, Mrs. Ernst Gilbert (Anna Sigrid Maria Brogren);2;28;14
3;0;Danoff, Mr. Yoto;1;27;8
3;0;Dantcheff, Mr. Ristiu;1;25;8
3;0;Davies, Mr. Alfred J;1;24;24
3;0;Davies, Mr. Evan;1;22;8
3;0;Davies, Mr. John Samuel;1;21;24
3;0;Davies, Mr. Joseph;1;17;8
3;0;Davison, Mr. Thomas Henry;1;;16
3;1;Davison, Mrs. Thomas Henry (Mary E Finck);2;;16
3;1;de Messemaeker, Mr. Guillaume Joseph;1;37;17
3;1;de Messemaeker, Mrs. Guillaume Joseph (Emma);2;36;17
3;1;de Mulder, Mr. Theodore;1;30;10
3;0;de Pelsmaeker, Mr. Alfons;1;16;10
3;1;Dean, Master. Bertram Vere;1;1;21
3;1;"Dean, Miss. Elizabeth Gladys ""Millvina""";2;0;21
3;0;Dean, Mr. Bertram Frank;1;26;21
3;1;Dean, Mrs. Bertram (Eva Georgetta Light);2;33;21
3;0;Delalic, Mr. Redjo;1;25;8
3;0;Demetri, Mr. Marinko;1;;8
3;0;Denkoff, Mr. Mitto;1;;8
3;0;Dennis, Mr. Samuel;1;22;7
3;0;Dennis, Mr. William;1;36;7
3;1;Devaney, Miss. Margaret Delia;2;19;8
3;0;Dika, Mr. Mirko;1;17;8
3;0;Dimic, Mr. Jovan;1;42;9
3;0;Dintcheff, Mr. Valtcho;1;43;8
3;0;Doharr, Mr. Tannous;1;;7
3;0;Dooley, Mr. Patrick;1;32;8
3;1;Dorking, Mr. Edward Arthur;1;19;8
3;1;Dowdell, Miss. Elizabeth;2;30;12
3;0;Doyle, Miss. Elizabeth;2;24;8
3;1;Drapkin, Miss. Jennie;2;23;8
3;0;Drazenoic, Mr. Jozef;1;33;8
3;0;Duane, Mr. Frank;1;65;8
3;1;Duquemin, Mr. Joseph;1;24;8
3;0;Dyker, Mr. Adolf Fredrik;1;23;14
3;1;Dyker, Mrs. Adolf Fredrik (Anna Elisabeth Judith Andersson);2;22;14
3;0;Edvardsson, Mr. Gustaf Hjalmar;1;18;8
3;0;Eklund, Mr. Hans Linus;1;16;8
3;0;Ekstrom, Mr. Johan;1;45;7
3;0;Elias, Mr. Dibo;1;;7
3;0;Elias, Mr. Joseph;1;39;7
3;0;Elias, Mr. Joseph Jr;1;17;7
3;0;Elias, Mr. Tannous;1;15;7
3;0;Elsbury, Mr. William James;1;47;7
3;1;Emanuel, Miss. Virginia Ethel;2;5;12
3;0;Emir, Mr. Farred Chehab;1;;7
3;0;Everett, Mr. Thomas James;1;41;15
3;0;Farrell, Mr. James;1;41;8
3;1;Finoli, Mr. Luigi;1;;7
3;0;Fischer, Mr. Eberhard Thelander;1;18;8
3;0;Fleming, Miss. Honora;2;;8
3;0;Flynn, Mr. James;1;;8
3;0;Flynn, Mr. John;1;;7
3;0;Foley, Mr. Joseph;1;26;8
3;0;Foley, Mr. William;1;;8
3;1;Foo, Mr. Choong;1;;56
3;0;"Ford, Miss. Doolina Margaret ""Daisy""";2;21;34
3;0;"Ford, Miss. Robina Maggie ""Ruby""";2;9;34
3;0;Ford, Mr. Arthur;1;;8
3;0;Ford, Mr. Edward Watson;1;18;34
3;0;Ford, Mr. William Neal;1;16;34
3;0;Ford, Mrs. Edward (Margaret Ann Watson);2;48;34
3;0;Fox, Mr. Patrick;1;;8
3;0;Franklin, Mr. Charles (Charles Fardon);1;;7
3;0;Gallagher, Mr. Martin;1;25;8
3;0;Garfirth, Mr. John;1;;15
3;0;Gheorgheff, Mr. Stanio;1;;8
3;0;Gilinski, Mr. Eliezer;1;22;8
3;1;"Gilnagh, Miss. Katherine ""Katie""";2;16;8
3;1;Glynn, Miss. Mary Agatha;2;;8
3;1;"Goldsmith, Master. Frank John William ""Frankie""";1;9;21
3;0;Goldsmith, Mr. Frank John;1;33;21
3;0;Goldsmith, Mr. Nathan;1;41;8
3;1;Goldsmith, Mrs. Frank John (Emily Alice Brown);2;31;21
3;0;Goncalves, Mr. Manuel Estanslas;1;38;7
3;0;Goodwin, Master. Harold Victor;1;9;47
3;0;Goodwin, Master. Sidney Leonard;1;1;47
3;0;Goodwin, Master. William Frederick;1;11;47
3;0;Goodwin, Miss. Jessie Allis;2;10;47
3;0;Goodwin, Miss. Lillian Amy;2;16;47
3;0;Goodwin, Mr. Charles Edward;1;14;47
3;0;Goodwin, Mr. Charles Frederick;1;40;47
3;0;Goodwin, Mrs. Frederick (Augusta Tyler);2;43;47
3;0;Green, Mr. George Henry;1;51;8
3;0;Gronnestad, Mr. Daniel Danielsen;1;32;8
3;0;Guest, Mr. Robert;1;;8
3;0;Gustafsson, Mr. Alfred Ossian;1;20;10
3;0;Gustafsson, Mr. Anders Vilhelm;1;37;8
3;0;Gustafsson, Mr. Johan Birger;1;28;8
3;0;Gustafsson, Mr. Karl Gideon;1;19;8
3;0;Haas, Miss. Aloisia;2;24;9
3;0;Hagardon, Miss. Kate;2;17;8
3;0;Hagland, Mr. Ingvald Olai Olsen;1;;20
3;0;Hagland, Mr. Konrad Mathias Reiersen;1;;20
3;0;Hakkarainen, Mr. Pekka Pietari;1;28;16
3;1;Hakkarainen, Mrs. Pekka Pietari (Elin Matilda Dolck);2;24;16
3;0;Hampe, Mr. Leon;1;20;10
3;0;Hanna, Mr. Mansour;1;24;7
3;0;Hansen, Mr. Claus Peter;1;41;14
3;0;Hansen, Mr. Henrik Juul;1;26;8
3;0;Hansen, Mr. Henry Damsgaard;1;21;8
3;1;Hansen, Mrs. Claus Peter (Jennie L Howard);2;45;14
3;0;Harknett, Miss. Alice Phoebe;2;;8
3;0;Harmer, Mr. Abraham (David Lishin);1;25;7
3;0;Hart, Mr. Henry;1;;7
3;0;Hassan, Mr. Houssein G N;1;11;19
3;1;"Healy, Miss. Hanora ""Nora""";2;;8
3;1;Hedman, Mr. Oskar Arvid;1;27;7
3;1;Hee, Mr. Ling;1;;56
3;0;"Hegarty, Miss. Hanora ""Nora""";2;18;7
3;1;Heikkinen, Miss. Laina;2;26;8
3;0;Heininen, Miss. Wendla Maria;2;23;8
3;1;Hellstrom, Miss. Hilda Maria;2;22;9
3;0;Hendekovic, Mr. Ignjac;1;28;8
3;0;Henriksson, Miss. Jenny Lovisa;2;28;8
3;0;Henry, Miss. Delia;2;;8
3;1;Hirvonen, Miss. Hildur E;2;2;12
3;1;Hirvonen, Mrs. Alexander (Helga E Lindqvist);2;22;12
3;0;Holm, Mr. John Fredrik Alexander;1;43;6
3;0;Holthen, Mr. Johan Martin;1;28;23
3;1;Honkanen, Miss. Eliina;2;27;8
3;0;Horgan, Mr. John;1;;8
3;1;Howard, Miss. May Elizabeth;2;;8
3;0;Humblen, Mr. Adolf Mathias Nicolai Olsen;1;42;8
3;1;Hyman, Mr. Abraham;1;;8
3;0;Ibrahim Shawah, Mr. Yousseff;1;30;7
3;0;Ilieff, Mr. Ylio;1;;8
3;0;Ilmakangas, Miss. Ida Livija;2;27;8
3;0;Ilmakangas, Miss. Pieta Sofia;2;25;8
3;0;Ivanoff, Mr. Kanio;1;;8
3;1;Jalsevac, Mr. Ivan;1;29;8
3;1;Jansson, Mr. Carl Olof;1;21;8
3;0;Jardin, Mr. Jose Neto;1;;7
3;0;Jensen, Mr. Hans Peder;1;20;8
3;0;Jensen, Mr. Niels Peder;1;48;8
3;0;Jensen, Mr. Svend Lauritz;1;17;7
3;1;Jermyn, Miss. Annie;2;;8
3;1;Johannesen-Bratthammer, Mr. Bernt;1;;8
3;0;Johanson, Mr. Jakob Alfred;1;34;6
3;1;Johansson Palmquist, Mr. Oskar Leander;1;26;8
3;0;Johansson, Mr. Erik;1;22;8
3;0;Johansson, Mr. Gustaf Joel;1;33;9
3;0;Johansson, Mr. Karl Johan;1;31;8
3;0;Johansson, Mr. Nils;1;29;8
3;1;Johnson, Master. Harold Theodor;1;4;11
3;1;Johnson, Miss. Eleanor Ileen;2;1;11
3;0;Johnson, Mr. Alfred;1;49;0
3;0;Johnson, Mr. Malkolm Joackim;1;33;8
3;0;Johnson, Mr. William Cahoone Jr;1;19;0
3;1;Johnson, Mrs. Oscar W (Elisabeth Vilhelmina Berg);2;27;11
3;0;"Johnston, Master. William Arthur ""Willie""";1;;23
3;0;"Johnston, Miss. Catherine Helen ""Carrie""";2;;23
3;0;Johnston, Mr. Andrew G;1;;23
3;0;"Johnston, Mrs. Andrew G (Elizabeth ""Lily"" Watson)";2;;23
3;0;Jonkoff, Mr. Lalio;1;23;8
3;1;Jonsson, Mr. Carl;1;32;8
3;0;Jonsson, Mr. Nils Hilding;1;27;8
3;0;Jussila, Miss. Katriina;2;20;10
3;0;Jussila, Miss. Mari Aina;2;21;10
3;1;Jussila, Mr. Eiriik;1;32;8
3;0;Kallio, Mr. Nikolai Erland;1;17;7
3;0;Kalvik, Mr. Johannes Halvorsen;1;21;8
3;0;Karaic, Mr. Milan;1;30;8
3;1;Karlsson, Mr. Einar Gervasius;1;21;8
3;0;Karlsson, Mr. Julius Konrad Eugen;1;33;8
3;0;Karlsson, Mr. Nils August;1;22;8
3;1;Karun, Miss. Manca;2;4;13
3;1;Karun, Mr. Franz;1;39;13
3;0;Kassem, Mr. Fared;1;;7
3;0;"Katavelas, Mr. Vassilios (""Catavelas Vassilios"")";1;19;7
3;0;"Keane, Mr. Andrew ""Andy""";1;;8
3;0;Keefe, Mr. Arthur;1;;7
3;1;"Kelly, Miss. Anna Katherine ""Annie Kate""";2;;8
3;1;Kelly, Miss. Mary;2;;8
3;0;Kelly, Mr. James;1;35;8
3;0;Kelly, Mr. James;1;44;8
3;1;Kennedy, Mr. John;1;;8
3;0;Khalil, Mr. Betros;1;;14
3;0;"Khalil, Mrs. Betros (Zahie ""Maria"" Elias)";2;;14
3;0;Kiernan, Mr. John;1;;8
3;0;Kiernan, Mr. Philip;1;;8
3;0;Kilgannon, Mr. Thomas J;1;;8
3;0;Kink, Miss. Maria;2;22;9
3;0;Kink, Mr. Vincenz;1;26;9
3;1;Kink-Heilmann, Miss. Luise Gretchen;2;4;22
3;1;Kink-Heilmann, Mr. Anton;1;29;22
3;1;Kink-Heilmann, Mrs. Anton (Luise Heilmann);2;26;22
3;0;Klasen, Miss. Gertrud Emilia;2;1;12
3;0;Klasen, Mr. Klas Albin;1;18;8
3;0;Klasen, Mrs. (Hulda Kristina Eugenia Lofqvist);2;36;12
3;0;Kraeff, Mr. Theodor;1;;8
3;1;Krekorian, Mr. Neshan;1;25;7
3;0;Lahoud, Mr. Sarkis;1;;7
3;0;Laitinen, Miss. Kristina Sofia;2;37;10
3;0;Laleff, Mr. Kristo;1;;8
3;1;Lam, Mr. Ali;1;;56
3;0;Lam, Mr. Len;1;;56
3;1;Landergren, Miss. Aurora Adelia;2;22;7
3;0;Lane, Mr. Patrick;1;;8
3;1;Lang, Mr. Fang;1;26;56
3;0;Larsson, Mr. August Viktor;1;29;9
3;0;Larsson, Mr. Bengt Edvin;1;29;8
3;0;Larsson-Rondberg, Mr. Edvard A;1;22;8
3;1;"Leeni, Mr. Fahim (""Philip Zenni"")";1;22;7
3;0;Lefebre, Master. Henry Forbes;1;;25
3;0;Lefebre, Miss. Ida;2;;25
3;0;Lefebre, Miss. Jeannie;2;;25
3;0;Lefebre, Miss. Mathilde;2;;25
3;0;Lefebre, Mrs. Frank (Frances);2;;25
3;0;Leinonen, Mr. Antti Gustaf;1;32;8
3;0;Lemberopolous, Mr. Peter L;1;35;6
3;0;Lennon, Miss. Mary;2;;16
3;0;Lennon, Mr. Denis;1;;16
3;0;Leonard, Mr. Lionel;1;36;0
3;0;Lester, Mr. James;1;39;24
3;0;Lievens, Mr. Rene Aime;1;24;10
3;0;Lindahl, Miss. Agda Thorilda Viktoria;2;25;8
3;0;Lindblom, Miss. Augusta Charlotta;2;45;8
3;0;Lindell, Mr. Edvard Bengtsson;1;36;16
3;0;Lindell, Mrs. Edvard Bengtsson (Elin Gerda Persson);2;30;16
3;1;Lindqvist, Mr. Eino William;1;20;8
3;0;Linehan, Mr. Michael;1;;8
3;0;Ling, Mr. Lee;1;28;56
3;0;Lithman, Mr. Simon;1;;8
3;0;Lobb, Mr. William Arthur;1;30;16
3;0;Lobb, Mrs. William Arthur (Cordelia K Stanlick);2;26;16
3;0;Lockyer, Mr. Edward;1;;8
3;0;"Lovell, Mr. John Hall (""Henry"")";1;21;7
3;1;Lulic, Mr. Nikola;1;27;9
3;0;Lundahl, Mr. Johan Svensson;1;51;7
3;1;Lundin, Miss. Olga Elida;2;23;8
3;1;Lundstrom, Mr. Thure Edvin;1;32;8
3;0;Lyntakoff, Mr. Stanko;1;;8
3;0;MacKay, Mr. George William;1;;8
3;1;"Madigan, Miss. Margaret ""Maggie""";2;;8
3;1;Madsen, Mr. Fridtjof Arne;1;24;7
3;0;Maenpaa, Mr. Matti Alexanteri;1;22;7
3;0;Mahon, Miss. Bridget Delia;2;;8
3;0;Mahon, Mr. John;1;;8
3;0;Maisner, Mr. Simon;1;;8
3;0;Makinen, Mr. Kalle Edvard;1;29;8
3;1;Mamee, Mr. Hanna;1;;7
3;0;Mangan, Miss. Mary;2;31;8
3;1;Mannion, Miss. Margareth;2;;8
3;0;Mardirosian, Mr. Sarkis;1;;7
3;0;Markoff, Mr. Marin;1;35;8
3;0;Markun, Mr. Johann;1;33;8
3;1;Masselmani, Mrs. Fatima;2;;7
3;0;Matinoff, Mr. Nicola;1;;8
3;1;"McCarthy, Miss. Catherine ""Katie""";2;;8
3;1;McCormack, Mr. Thomas Joseph;1;;8
